id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
12585015,FANTASTIC FLOOR THROUGH ONE BEDROOM,18901504,Ronald,Manhattan,Midtown,40.755,-73.96671,Entire home/apt,218,5,69,6/30/2019,1.81,2,152
12604187,A top floor in Midtown,18901504,Ronald,Manhattan,Midtown,40.75369,-73.96632,Entire home/apt,218,5,81,6/29/2019,2.1,2,185
16014578,Christmas Shopping in Manhattan,19080025,Elsa,Manhattan,Midtown,40.76365,-73.98149,Private room,350,4,0,,,1,0
9992743,Exposed Brick Midtown East Apt,19131159,Patrick,Manhattan,Midtown,40.75199,-73.97193,Private room,100,4,0,,,1,0
3769257,Spacious Stylish Sunny Retreat,19315796,Andrew,Manhattan,Midtown,40.75911,-73.96299,Private room,70,1,0,,,1,0
3775978,Private Room in Flatiron,19359650,Julian,Manhattan,Midtown,40.74596,-73.98678,Private room,130,3,10,9/19/2017,0.38,1,0
27857163,"Studio near times grand central, Times Square, UN",19664260,Viswanadha,Manhattan,Midtown,40.75216,-73.97172,Entire home/apt,300,1,2,9/23/2018,0.2,1,0
21434285,Marriott Vacation Club Pulse - King Room,19809273,Susan,Manhattan,Midtown,40.75092,-73.98409,Entire home/apt,350,2,0,,,1,178
30942047,Holiday Get Away,19902999,Jose,Manhattan,Midtown,40.75914,-73.9798,Entire home/apt,150,1,1,12/31/2018,0.16,1,0
35830870,Large 2Bedroom Apartment right off Grand Central!!,20053314,Noa,Manhattan,Midtown,40.75161,-73.97025,Entire home/apt,175,1,0,,,1,250
4221999,Spacious & Bright: 1 BR Midtown!,20335235,Stephen,Manhattan,Midtown,40.75576,-73.96548,Entire home/apt,225,1,10,8/22/2018,0.18,1,0
27482124,"Large, Bright Studio for Rent",20398684,Heather,Manhattan,Midtown,40.75135,-73.97197,Entire home/apt,120,2,6,4/15/2019,0.62,1,0
26555338,Immaculate and Spacious,20444038,Debbie,Manhattan,Midtown,40.74624,-73.98255,Entire home/apt,465,2,31,6/23/2019,2.66,1,142
22035507,Tudor City,20513673,Vera,Manhattan,Midtown,40.75417,-73.96556,Entire home/apt,90,6,6,6/2/2019,0.31,1,31
3979360,!!Studio next to Empire State Bldg.,20624434,Matti,Manhattan,Midtown,40.74819,-73.9856,Entire home/apt,240,3,7,4/7/2015,0.13,1,0
16378562,Charming studio in midtown east,20692024,Ali,Manhattan,Midtown,40.75827,-73.96196,Entire home/apt,215,5,7,5/20/2018,0.38,1,0
30452520,"Cozy bedroom in heart of Manhattan, next to Empire",20790185,Anna,Manhattan,Midtown,40.74815,-73.98374,Shared room,90,2,8,6/8/2019,1.11,1,5
32711759,Luxury Studio in Nomad NYC,21056486,Hanna,Manhattan,Midtown,40.74389,-73.98537,Entire home/apt,150,10,0,,,1,111
20167736,"Renovated Luxury Apt $199/Sleeps 4, Labor Day Wknd",21060836,Laura,Manhattan,Midtown,40.7534,-73.97186,Entire home/apt,199,3,0,,,2,0
20029169,"Labor Day in NYC! Renovated Luxury Apt, Midtown",21060836,Laura,Manhattan,Midtown,40.75207,-73.97201,Entire home/apt,690,3,1,9/4/2017,0.04,2,0
9548756,Manhattan 1-BR by Grand Central,21188854,Sarah,Manhattan,Midtown,40.75553,-73.97251,Entire home/apt,200,2,0,,,1,0
20679388,SPECTACULAR Midtown East location!,21464170,Js,Manhattan,Midtown,40.7531,-73.97085,Private room,115,1,33,6/23/2019,1.49,1,0
30562291,Best Location in Luxury Building near Times Square,21496186,Richard,Manhattan,Midtown,40.75051,-73.98625,Private room,94,1,27,7/1/2019,4.58,2,76
19550419,LARGE Luxury Private Room 5 mins from Times Sq,21496186,Richard,Manhattan,Midtown,40.75171,-73.98642,Private room,129,3,18,4/7/2019,0.73,2,0
19081969,Beautiful Private Townhouse- Heart of Manhattan,21810947,Ellen,Manhattan,Midtown,40.75488,-73.97134,Entire home/apt,1200,7,0,,,1,0
4885975,Large Bedroom by Grand Central Station in NYC,21817218,Jason,Manhattan,Midtown,40.75163,-73.9722,Private room,90,7,27,8/9/2018,0.5,1,35
22074303,1 BR w/Kit Wyndham 45 Midtown- Great Location!,21844834,Charlene,Manhattan,Midtown,40.75228,-73.97195,Entire home/apt,350,4,0,,,1,0
27752788,Bright and Spacious Apt in the Heart of Manhattan,22072708,Mk,Manhattan,Midtown,40.74264,-73.98361,Entire home/apt,199,3,14,6/17/2019,1.33,1,3
34090389,Iconic New York penthouse with wraparound terrace,22123114,Michael,Manhattan,Midtown,40.75797,-73.96356,Entire home/apt,225,14,1,6/11/2019,1,1,240
4274443,Wyndham 45 Midtown NYC,22131245,Roberta,Manhattan,Midtown,40.75195,-73.97191,Private room,260,2,1,5/17/2016,0.03,1,177
18239623,One Bedroom with King in the Manhattan Club!!,22307295,Anthony,Manhattan,Midtown,40.76392,-73.98187,Entire home/apt,186,1,0,,,1,0
13461289,Luxurious Studio at MidTown Manhattan,22462003,Tony,Manhattan,Midtown,40.74754,-73.98741,Entire home/apt,288,5,2,7/21/2017,0.06,1,0
12495831,Sunny studio loft in midtown with elevator!,22527211,Nathan,Manhattan,Midtown,40.75914,-73.96591,Entire home/apt,190,29,53,4/30/2019,1.4,1,165
13529607,"East 40th Street, Lux Serviced Studio Apt",22541573,Ken,Manhattan,Midtown,40.74992,-73.97223,Entire home/apt,189,30,0,,,87,188
13077317,"East 29th Street, Luxury Studio in NOMAD",22541573,Ken,Manhattan,Midtown,40.74426,-73.98535,Entire home/apt,192,30,0,,,87,334
16487077,"East 29th Street, Luxury 1bd",22541573,Ken,Manhattan,Midtown,40.74593,-73.98687,Entire home/apt,200,30,0,,,87,365
13542768,"East 57th Street, Lux Svcd Studio Apt",22541573,Ken,Manhattan,Midtown,40.75897,-73.9617,Entire home/apt,210,30,0,,,87,188
13077988,"East 29th Street, Luxury 1bd in NOMAD",22541573,Ken,Manhattan,Midtown,40.74556,-73.98542,Entire home/apt,219,30,0,,,87,343
13202401,"West 48th Street, Lux Studio near Rockefeller Ctr",22541573,Ken,Manhattan,Midtown,40.75641,-73.97812,Entire home/apt,219,30,0,,,87,342
13544023,"East 57th Street, Lux Svcd Studio Apt",22541573,Ken,Manhattan,Midtown,40.75726,-73.96177,Entire home/apt,220,30,0,,,87,188
13542938,"East 58th Street, Lux Svcd 1bd Apt",22541573,Ken,Manhattan,Midtown,40.75724,-73.96384,Entire home/apt,245,30,0,,,87,280
13540817,"East 55th Street, Luxury 1bd Serviced Apt",22541573,Ken,Manhattan,Midtown,40.7588,-73.96611,Entire home/apt,260,30,1,5/25/2018,0.07,87,341
13114072,"West 55th street, Lux 1bd Serviced Apartment",22541573,Ken,Manhattan,Midtown,40.76367,-73.98345,Entire home/apt,269,30,1,11/18/2018,0.13,87,364
13429591,"West 48th Street, Lux 1bd Apt near Rockefeller Ctr",22541573,Ken,Manhattan,Midtown,40.75695,-73.97988,Entire home/apt,279,30,0,,,87,332
7094262,53rd & 3rd Midtown Manhattan,22625462,Gwendolyn,Manhattan,Midtown,40.75788,-73.9689,Entire home/apt,149,2,14,5/1/2016,0.3,1,0
13282553,Comfortable Midtown Appartment 2BR,22656176,Gabrielle,Manhattan,Midtown,40.75604,-73.9681,Entire home/apt,185,1,2,8/28/2016,0.05,1,0
34788810,Amazing location apt in NYC part2 Women only!,22700616,Estrella Y.,Manhattan,Midtown,40.74713,-73.98489,Private room,110,3,2,6/16/2019,1.36,1,12
14185610,GORGEOUS STUDIO ON MIDTOWN,22860550,Oliver,Manhattan,Midtown,40.75601,-73.96625,Entire home/apt,115,8,24,6/20/2019,0.69,1,196
4537389,New Years In New York City,22927481,Howard,Manhattan,Midtown,40.76377,-73.98103,Private room,400,3,0,,,3,0
4417147,New year in New York City,22927481,Howard,Manhattan,Midtown,40.76564,-73.98013,Private room,425,7,1,1/2/2015,0.02,3,0
5049823,NYC New Years Penthouse suite,22927481,Howard,Manhattan,Midtown,40.7655,-73.98018,Private room,500,3,1,11/11/2015,0.02,3,0
8664721,Private room & bathroom in the sky,23073564,Evan,Manhattan,Midtown,40.74576,-73.98146,Private room,200,2,150,10/21/2018,3.32,1,0
6542818,Luxury Apt on Central Park South,23116237,Kate,Manhattan,Midtown,40.76622,-73.97783,Entire home/apt,350,1,0,,,1,364
25348802,Cozy & comfortable STUDIO in MIDTOWN NYC,23121862,Robin,Manhattan,Midtown,40.75815,-73.96489,Shared room,165,4,0,,,1,12
16854754,"LRG DESIGNER STUDIO/1-BED, MIDTOWN, DOORMAN, ELEV.",23502183,Daniel,Manhattan,Midtown,40.75562,-73.96539,Entire home/apt,149,3,8,5/14/2019,0.34,2,0
32091007,"LRG DESIGNER STUDIO/1-BED, MIDTOWN, DOORMAN, ELEV.",23502183,Daniel,Manhattan,Midtown,40.75445,-73.96471,Entire home/apt,159,30,0,,,2,249
14027065,Clean and comfortable stay,23502477,Yvonne Yuan,Manhattan,Midtown,40.75273,-73.96904,Private room,90,5,0,,,1,0
18820068,Extra-Large 1 bedroom in Sutton Place,23572402,Andrew,Manhattan,Midtown,40.75754,-73.96177,Entire home/apt,275,3,0,,,1,21
6582117,Cozy Private Bdrm/Bthrm in Midtown,23607132,Rebecca,Manhattan,Midtown,40.76539,-73.97897,Private room,180,2,62,5/25/2019,1.34,1,261
8105749,Beautiful 1 bedroom in city center,23613165,Gia,Manhattan,Midtown,40.75932,-73.96396,Entire home/apt,140,2,2,1/7/2016,0.04,1,0
35330887,"Large Studio near Time Square, UN, and much more!",23853826,Janee,Manhattan,Midtown,40.75144,-73.9709,Entire home/apt,220,3,1,7/1/2019,1,1,334
4808745,Monthly studio-heart of Manhattan,23982388,Jolie,Manhattan,Midtown,40.75427,-73.96689,Entire home/apt,85,30,2,5/8/2019,0.05,5,83
4808239,Loft Studio Near UN Building-30 days min stay,23982388,Jolie,Manhattan,Midtown,40.75248,-73.96695,Entire home/apt,95,30,3,3/15/2016,0.06,5,318
4798723,Adorable sunny studio great area-For monthly stays,23982388,Jolie,Manhattan,Midtown,40.75235,-73.96781,Entire home/apt,105,30,2,8/11/2015,0.04,5,315
4808065,Midtown East Lovely Nice Studio,23982388,Jolie,Manhattan,Midtown,40.75244,-73.96619,Entire home/apt,125,30,5,4/15/2017,0.1,5,331
11244921,SPACIOUS Designer Loft - 1BR,24058309,Abigail,Manhattan,Midtown,40.75266,-73.97378,Entire home/apt,160,3,1,2/26/2016,0.02,1,0
5796405,Manhattan Condo at Midtown 45,24126726,Nadine,Manhattan,Midtown,40.75245,-73.97342,Private room,295,1,6,9/19/2017,0.12,3,0
16856193,Hotel Room at Wyndham Midtown 45,24126726,Nadine,Manhattan,Midtown,40.75373,-73.97287,Private room,325,2,0,,,3,268
16855679,Modern 1 Bedroom Condo at Midtown 45,24126726,Nadine,Manhattan,Midtown,40.75305,-73.97358,Private room,640,2,0,,,3,0
30591250,"★Bright,Spacious 1BR near Empire State/5th Ave",24131677,Eve,Manhattan,Midtown,40.74315,-73.98222,Entire home/apt,250,20,14,7/4/2019,2.04,2,315
14091664,Spacious 1BD w Amazing City views,24176743,Emma,Manhattan,Midtown,40.74572,-73.98285,Entire home/apt,240,2,5,12/4/2016,0.14,1,0
9679935,"Wyndham Resort Midtown 45 NYC Studio Sep 1-4, 2019",24199235,Dar,Manhattan,Midtown,40.75328,-73.97212,Private room,224,3,0,,,1,3
9238295,Modern Spacious Apartment near UN (doorman bldg),24272490,Slavka,Manhattan,Midtown,40.75145,-73.97162,Entire home/apt,179,1,9,9/11/2017,0.21,1,189
30418156,Cozy room in Doormen/Elev. bldg by Grand Central,24346280,Eric,Manhattan,Midtown,40.75294,-73.97105,Private room,70,5,1,2/20/2019,0.22,1,0
34278125,Magnificent Penthouse Suite in Midtown Manhattan,24413996,Arlen,Manhattan,Midtown,40.76459,-73.98167,Private room,395,2,0,,,1,0
13943523,Spacious Manhattan apartment with amazing view,24461849,Fredrik,Manhattan,Midtown,40.74569,-73.98592,Entire home/apt,280,3,2,1/2/2017,0.07,1,0
30463419,New Years  in NYC - in a Gold Star Resort,24552104,Terry,Manhattan,Midtown,40.76424,-73.98143,Private room,350,3,0,,,1,3
4994266,Midtown Launching Pad,24620881,Jack,Manhattan,Midtown,40.75765,-73.96466,Entire home/apt,135,1,168,6/21/2019,3.21,1,287
16738648,맨하튼 소호 거리 주변 2인실,24626134,Eunjin,Manhattan,Midtown,40.75329,-73.9888,Private room,30,2,1,1/23/2017,0.03,1,0
4777745,"600 SF appartment in NYC, Manhattan",24639120,Alexander,Manhattan,Midtown,40.76022,-73.9744,Entire home/apt,235,6,13,1/10/2017,0.25,1,0
22289185,VERY LARGE STUDIO APT BEST LOCATION  IN NYC,24715671,Julia,Manhattan,Midtown,40.74197,-73.98328,Entire home/apt,199,30,1,6/27/2018,0.08,4,177
5536824,2  BEDROOM GREAT  APT ON  LEXINGTON  AVE MUST SEE,24715671,Julia,Manhattan,Midtown,40.74294,-73.98499,Entire home/apt,200,30,9,7/19/2018,0.17,4,342
5628539,3 B   GREAT 1BR APT IN NEW YORK CITY,24715671,Julia,Manhattan,Midtown,40.74197,-73.98373,Entire home/apt,209,30,14,6/10/2018,0.28,4,0
4796070,1A GREAT  APT NEW YORK CITY !!!,24715671,Julia,Manhattan,Midtown,40.74439,-73.98329,Entire home/apt,275,30,39,9/29/2018,0.72,4,365
33216329,1 BR Suite in Midtown Manhattan,24831061,Hosteeva,Manhattan,Midtown,40.76453,-73.98035,Private room,250,1,0,,,8,0
33241978,1 BR Suite in Midtown Manhattan,24831061,Hosteeva,Manhattan,Midtown,40.76391,-73.98071,Private room,250,1,0,,,8,0
33216902,Midtown Manhattan Suite,24831061,Hosteeva,Manhattan,Midtown,40.76543,-73.98078,Entire home/apt,261,1,0,,,8,0
33241841,Spacious Manhattan Club Suite,24831061,Hosteeva,Manhattan,Midtown,40.76403,-73.98191,Entire home/apt,275,1,0,,,8,0
33242898,Luxury Metropolitan Suite,24831061,Hosteeva,Manhattan,Midtown,40.76559,-73.98026,Entire home/apt,275,1,0,,,8,0
33216589,Luxury City Lights Suite,24831061,Hosteeva,Manhattan,Midtown,40.76428,-73.98083,Entire home/apt,310,1,0,,,8,0
33238238,Luxury Suite in Midtown Manhattan,24831061,Hosteeva,Manhattan,Midtown,40.7643,-73.98199,Entire home/apt,310,1,2,4/21/2019,0.7,8,0
33241012,Manhattan Club Suite,24831061,Hosteeva,Manhattan,Midtown,40.76425,-73.9809,Entire home/apt,310,1,0,,,8,0
4824849,2 Bedrooom- near Columbus Circle,24844621,Paul,Manhattan,Midtown,40.76609,-73.98038,Entire home/apt,200,1,0,,,1,0
32186945,Private Master Bedroom with Ensuite Bath HK,25043035,Lauren,Manhattan,Midtown,40.76638,-73.98311,Private room,100,1,4,5/12/2019,0.85,1,0
20607505,Grand Central/ United Nations! MASTER  Bedroom,25157246,Cindy,Manhattan,Midtown,40.75212,-73.96975,Private room,82,30,0,,,2,326
34867574,Grand Central/United Nations-New 2Beds2Baths,25157246,Cindy,Manhattan,Midtown,40.75216,-73.96912,Entire home/apt,159,90,0,,,2,330
8372650,Luxurious 1BR in Herald Square,25360921,Darwaysh,Manhattan,Midtown,40.74911,-73.9877,Entire home/apt,300,3,0,,,1,0
9207124,West 57th Street by Hilton Club,25798603,Jill,Manhattan,Midtown,40.76331,-73.97911,Private room,300,3,0,,,1,0
8409178,Private large bedroom in the heart of NYC!!,25802929,Michelle,Manhattan,Midtown,40.76146,-73.96649,Private room,195,3,67,6/27/2019,1.64,1,265
20874859,Luxury Midtown Manhattan Condo with 24hr Doorman,26390396,Sam,Manhattan,Midtown,40.75288,-73.97703,Entire home/apt,209,2,25,3/3/2019,1.14,1,0
20189718,2 BR Apt - Great Midtown location off 5th Avenue,26490904,Deo,Manhattan,Midtown,40.76149,-73.97536,Entire home/apt,200,30,5,10/19/2018,0.26,4,280
22455153,2 Bedroom - Midtown off 5th Ave,26490904,Deo,Manhattan,Midtown,40.76151,-73.97635,Entire home/apt,220,30,2,2/4/2019,0.17,4,280
20191868,3 BR - Great Midtown location off 5th Avenue,26490904,Deo,Manhattan,Midtown,40.76255,-73.97453,Entire home/apt,350,30,2,11/1/2018,0.21,4,332
20829055,3 Bedroom in Great Midtown Location,26490904,Deo,Manhattan,Midtown,40.76114,-73.97596,Entire home/apt,350,30,1,12/18/2018,0.15,4,151
12292226,Luxury 1BR Midtown East-Near the UN,26521212,Laura,Manhattan,Midtown,40.75314,-73.97367,Entire home/apt,219,2,5,1/1/2019,0.13,3,0
12382140,Luxury 2BR Midtown East-Near the UN,26521212,Laura,Manhattan,Midtown,40.75322,-73.97321,Entire home/apt,299,2,14,5/3/2019,0.36,3,0
12558307,Luxury 2BR Midtown East-Near UN!,26521212,Laura,Manhattan,Midtown,40.75207,-73.97351,Entire home/apt,299,2,5,5/5/2019,0.15,3,0
21609701,*Beautiful 2BR*Flatiron*Best Location*Near Subway*,26529889,Muni,Manhattan,Midtown,40.74172,-73.98343,Entire home/apt,379,4,63,5/25/2019,3.17,1,238
26157426,Luxurious Deluxe King Room St. Regis Manhattan,26556695,Alyssa,Manhattan,Midtown,40.76031,-73.9739,Entire home/apt,750,1,9,1/1/2019,0.71,6,365
31001555,5th Ave Luxury St. Regis NYC King Room Manhattan,26556695,Alyssa,Manhattan,Midtown,40.7608,-73.97391,Entire home/apt,820,1,1,6/24/2019,1,6,365
15857334,5 Star Luxury Suite Heart of Manhattan,26556695,Alyssa,Manhattan,Midtown,40.76042,-73.97345,Entire home/apt,1020,1,12,5/22/2019,0.39,6,365
30950513,5 Star Manhattan Luxury St. Regis Hotel King Suite,26556695,Alyssa,Manhattan,Midtown,40.76042,-73.97504,Entire home/apt,1075,1,4,2/18/2019,0.61,6,365
31019621,Luxury on 5th Ave St. Regis 2 King BR Suite 5 Star,26556695,Alyssa,Manhattan,Midtown,40.76024,-73.97483,Entire home/apt,1999,1,0,,,6,365
15857259,5 Star Luxury 2 BR Suite Heart of Manhattan,26556695,Alyssa,Manhattan,Midtown,40.7611,-73.97412,Entire home/apt,2000,2,3,5/31/2019,0.38,6,364
28671481,Best Location x Sparkling Clean x Private Studio,26769462,Brenda,Manhattan,Midtown,40.74894,-73.98673,Entire home/apt,170,5,28,6/1/2019,3.13,1,0
12113015,5th ave & Broadway nr Times Square,26802681,Feli,Manhattan,Midtown,40.74749,-73.98873,Entire home/apt,99,1,172,6/14/2019,4.33,1,213
32201182,Beautiful 1BR in Heart of Midtown Manhattan,26817172,Malvern,Manhattan,Midtown,40.75828,-73.96829,Entire home/apt,250,1,11,6/29/2019,3.59,1,336
9115251,Midtown East Room,27012583,Dasha,Manhattan,Midtown,40.7606,-73.97181,Private room,86,1,3,11/2/2015,0.07,1,0
5262333,Excellent Midtown Location!,27053744,Antal,Manhattan,Midtown,40.76186,-73.97324,Entire home/apt,149,3,1,2/28/2015,0.02,1,0
5232570,"Cozy room awaits, best location, center of NYC",27081028,Norman,Manhattan,Midtown,40.759,-73.9701,Private room,55,1,16,5/18/2019,0.52,1,0
5240711,2 BEDROOM IN MIDTOWN EAST,27121854,Olga,Manhattan,Midtown,40.75239,-73.9707,Entire home/apt,289,10,169,1/2/2019,3.23,1,3
22531696,Luxury Condo Lexington & Park Ave  Sleeps 6,27482728,David,Manhattan,Midtown,40.74317,-73.98605,Entire home/apt,255,2,69,6/13/2019,3.85,1,149
5343821,Quiet Midtown Oasis - Sutton Place,27589508,James,Manhattan,Midtown,40.75624,-73.96417,Entire home/apt,200,2,84,6/25/2019,2.21,1,272
7858824,Spacious apt - GREAT location,27655084,Michelle,Manhattan,Midtown,40.75709,-73.96972,Entire home/apt,299,2,7,11/27/2016,0.15,1,0
30395433,Gorgeous NYC apt.  near everything! (Women only),27698539,Roberta,Manhattan,Midtown,40.74985,-73.98152,Private room,90,2,13,7/7/2019,1.88,1,24
15411945,"Clean, cozy bedroom in luxury building",28007844,Nan,Manhattan,Midtown,40.74459,-73.99061,Private room,108,1,1,1/3/2017,0.03,1,0
13686914,Murray Hill/Midtown East Flex Bedroom,28250527,Elisa,Manhattan,Midtown,40.75257,-73.97148,Private room,65,1,0,,,1,0
5478741,"Garden, Walk to Empire State, B'way, Subway 2 Blks",28411613,Marea,Manhattan,Midtown,40.74447,-73.98362,Entire home/apt,524,3,57,6/9/2019,1.14,1,115
33800016,COZY ROOM IN PRIME MID EAST CLOSE TO EVERYTHING!!!,28580275,Sommy,Manhattan,Midtown,40.75661,-73.96396,Private room,100,2,4,5/22/2019,1.82,4,314
33778352,PRIME COZY HUGE Bedroom in Heart of NYC (RARE!!),28580275,Sommy,Manhattan,Midtown,40.75625,-73.96416,Private room,119,2,6,6/30/2019,2.69,4,297
35882973,Large studio - Heart of Union Square for 3-5 ppl!,28580275,Sommy,Manhattan,Midtown,40.75795,-73.96567,Entire home/apt,189,1,0,,,4,351
35735657,A Stylist's entire apt (2BDs) in heart of NYC!!,28580275,Sommy,Manhattan,Midtown,40.75823,-73.96509,Entire home/apt,290,1,0,,,4,286
17450190,Small Cozy Room in Herald Square,28584159,Chelsea,Manhattan,Midtown,40.75001,-73.98629,Private room,65,300,1,3/25/2017,0.04,1,89
5627944,Huge Studio Midtown Manhattan -BEST,29167335,Yedda,Manhattan,Midtown,40.7555,-73.96826,Entire home/apt,182,4,56,6/14/2019,1.08,2,148
6226327,Midtown EAST 1 BDR APT -  BEST area of Manhattan,29167335,Yedda,Manhattan,Midtown,40.75531,-73.966,Entire home/apt,182,4,51,5/31/2019,1.03,2,317
8013947,ICONIC STUDIO MIDTOWN 5TH AVENUE!,29338009,Guilherme,Manhattan,Midtown,40.74921,-73.98445,Entire home/apt,185,7,17,3/31/2018,0.36,1,0
17280743,Essex House Historic Condo/hotel,29339405,Haydee,Manhattan,Midtown,40.76579,-73.97701,Entire home/apt,300,5,3,7/18/2017,0.12,1,115
7516992,Bedroom in Midtown Apartment,29544115,Chisom,Manhattan,Midtown,40.75737,-73.96916,Private room,70,1,1,8/24/2015,0.02,1,0
24187794,Renovated 1 BDR Apt~ Heart of Midtown Manhattan ❤️,29582882,Lynn Liz,Manhattan,Midtown,40.75592,-73.96957,Entire home/apt,99,2,54,6/20/2019,3.54,1,98
9808151,"Lovely XL Studio,Lux bldg,24hr drmn",30223110,Deniz,Manhattan,Midtown,40.75134,-73.96807,Entire home/apt,112,4,1,4/28/2016,0.03,1,0
9132807,Modernly Furnished Studio Apt in Midtown NYC,30283594,Kara,Manhattan,Midtown,40.75242,-73.97187,Entire home/apt,139,30,0,,,121,360
9881685,Upscale and spacious 2bed/2bath Midtown West apt.,30283594,Kara,Manhattan,Midtown,40.76665,-73.98281,Entire home/apt,190,30,1,4/30/2017,0.04,121,286
13820755,Modern NYC Studio Apartment Near Central Park!,30283594,Kara,Manhattan,Midtown,40.76647,-73.98146,Entire home/apt,199,30,0,,,121,189
14868347,NYC Studio Apt right by Central Park!!,30283594,Kara,Manhattan,Midtown,40.76556,-73.98197,Entire home/apt,199,30,1,10/25/2017,0.05,121,189
18456975,Fully furnished Studio Apt near Columbus Circle,30283594,Kara,Manhattan,Midtown,40.76547,-73.98216,Entire home/apt,199,30,0,,,121,189
14571686,Beautifull Studio Apt. by Central Park,30283594,Kara,Manhattan,Midtown,40.76641,-73.98163,Entire home/apt,219,30,0,,,121,189
9855028,Upscale 1 Bedroom Midtown West NYC Apartment,30283594,Kara,Manhattan,Midtown,40.76482,-73.98216,Entire home/apt,239,30,0,,,121,351
9880049,Furnished 1BR apt. near Empire State Building!,30283594,Kara,Manhattan,Midtown,40.7655,-73.98308,Entire home/apt,239,30,0,,,121,352
9880495,NYC Midtown West Luxury 1 bedroom apartment!,30283594,Kara,Manhattan,Midtown,40.76555,-73.98224,Entire home/apt,239,30,0,,,121,351
9880827,NYC luxury 1 BR apt near the Chrysler Building!,30283594,Kara,Manhattan,Midtown,40.76693,-73.98139,Entire home/apt,239,30,0,,,121,352
12000676,~Luxury 1 bedroom apt. near Columbus Circle,30283594,Kara,Manhattan,Midtown,40.76528,-73.98175,Entire home/apt,239,30,0,,,121,351
12001322,NYC Midtown-West Luxury 1BR Apt.,30283594,Kara,Manhattan,Midtown,40.76554,-73.98289,Entire home/apt,239,30,0,,,121,352
12001638,NYC  modern 1 bedroom apt. near Carnegie Hall!,30283594,Kara,Manhattan,Midtown,40.76537,-73.98332,Entire home/apt,239,30,0,,,121,352
12001854,Luxury 1-Bedroom Midtown West NYC Apartment,30283594,Kara,Manhattan,Midtown,40.76573,-73.98295,Entire home/apt,239,30,1,11/22/2017,0.05,121,352
12002288,Luxury 1-Bedroom NYC apt. near Rockefeller Center!,30283594,Kara,Manhattan,Midtown,40.76497,-73.98201,Entire home/apt,239,30,0,,,121,351
12002548,Luxury 1 Bedroom Midtown West Apartment!,30283594,Kara,Manhattan,Midtown,40.76526,-73.9817,Entire home/apt,239,30,0,,,121,352
12006201,High-end bright 1 bedroom apt. in Midtown West,30283594,Kara,Manhattan,Midtown,40.76484,-73.98326,Entire home/apt,239,30,0,,,121,348
12082624,NYC Midtown West 1 bedroom luxury apartment!,30283594,Kara,Manhattan,Midtown,40.76571,-73.98312,Entire home/apt,239,30,0,,,121,352
12083868,Sleek 1 BR apt. near major attractions in NYC!,30283594,Kara,Manhattan,Midtown,40.76536,-73.98199,Entire home/apt,239,30,0,,,121,351
12085008,Sophisticated 1 bedroom apt. in Midtown West!,30283594,Kara,Manhattan,Midtown,40.76567,-73.98308,Entire home/apt,239,30,0,,,121,352
12086180,Lux 1BR NYC apt. steps from  Carnegie Hall!,30283594,Kara,Manhattan,Midtown,40.76511,-73.98345,Entire home/apt,239,30,0,,,121,352
12089013,NYC MIDTOWN WEST LUXURY 1BR APT! CITY VIEWS!,30283594,Kara,Manhattan,Midtown,40.76545,-73.98156,Entire home/apt,239,30,1,2/28/2019,0.23,121,351
12109347,Modern 1BR apt- prime Times Square location!!,30283594,Kara,Manhattan,Midtown,40.76506,-73.98236,Entire home/apt,239,30,0,,,121,352
13393092,Deluxe 1-Bedroom near Empire State Building!,30283594,Kara,Manhattan,Midtown,40.75186,-73.97062,Entire home/apt,259,30,0,,,121,184
7966358,NYC High End 2BR Midtown West Apt,30283594,Kara,Manhattan,Midtown,40.76633,-73.98145,Entire home/apt,335,30,0,,,121,201
9858642,NYC Midtown West  2-BR Apt near Theater District!,30283594,Kara,Manhattan,Midtown,40.76704,-73.98153,Entire home/apt,369,30,1,1/20/2016,0.02,121,345
12005922,Plush 2 Bedroom Midtown West NYC Apartment,30283594,Kara,Manhattan,Midtown,40.76647,-73.9829,Entire home/apt,369,30,0,,,121,345
12110990,Amazing 2 BR NYC apt. with up-to-date amenities!,30283594,Kara,Manhattan,Midtown,40.76657,-73.98201,Entire home/apt,369,30,1,10/30/2018,0.12,121,345
12111387,Luxury 2BR-Apt. next to Central Park,30283594,Kara,Manhattan,Midtown,40.76537,-73.98298,Entire home/apt,369,30,0,,,121,345
12243378,Lux 2BR-Apt.- NYC near Madison Square Garden!,30283594,Kara,Manhattan,Midtown,40.76539,-73.98348,Entire home/apt,369,30,1,6/2/2017,0.04,121,345
12242301,First rate 2 bed/2 bath apt. in Midtown West!,30283594,Kara,Manhattan,Midtown,40.76686,-73.98198,Entire home/apt,449,30,0,,,121,345
13443640,Deluxe 3-BR + 3.5Bath with sweeping city views!!,30283594,Kara,Manhattan,Midtown,40.75143,-73.96973,Entire home/apt,1100,120,0,,,121,184
8810949,NYC  Upscale Midtown East 3BR Apt,30283594,Kara,Manhattan,Midtown,40.74867,-73.96734,Entire home/apt,1170,80,0,,,121,365
21804158,First Class Suite in Central Manhattan,30322413,Sarah,Manhattan,Midtown,40.76398,-73.98034,Private room,325,1,0,,,1,0
